dirname,UUID_Part,x_dims,y_dims,z_dims,area,volume,va_ratio
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher65.stp,9.545,1.798,9.545,181.2685201573806,76.07418281322029,0.4196767466693682
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher60.stp,22.244999999999997,12.719999999999999,22.244999999999997,1717.1303051656005,3143.0215686684164,1.8303919971672171
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher62.stp,6.37,1.4169999999999998,6.37,87.25908156042188,25.738423271559554,0.29496555328441293
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher67.stp,15.895,2.56,15.895,437.9827437075041,214.1148211017569,0.488865883822921
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher66.stp,12.72,1.798,12.72,283.51702236446476,108.16516329411685,0.38151206016501243
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher63.stp,7.9702,1.798,7.9702,135.68106167793698,45.62752079957303,0.33628511035591707
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher61.stp,6.37,1.4169999999999998,6.37,88.1671013629646,26.029036225461315,0.2952239080459897
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher64.stp,9.545,1.798,9.545,183.10482806162997,70.33399780701197,0.3841187507264349
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher52.stp,19.07,3.068,19.07,665.4842676726986,398.5052653525311,0.5988199642136781
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher54.stp,12.72,11.119799999999998,12.72,695.3040028175864,729.2062041154718,1.0487588179566107
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher50.stp,9.545,1.6456000000000002,9.545,170.4645032880638,53.388765742765436,0.31319579568155054
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher56.stp,15.895,11.907199999999998,15.895,1012.7055677242588,1441.9029411531108,1.4238125938157324
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher59.stp,22.244999999999997,6.37,22.244999999999997,1246.938193841785,1907.1763138682813,1.529487446360368
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher57.stp,19.07,5.5572,19.07,913.8286970830895,1191.9183732067963,1.3043126977860946
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher53.stp,12.72,4.7698,12.72,449.3927827218216,411.05493144271844,0.9146896595737394
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher58.stp,19.07,11.907199999999998,19.07,1287.7463873783804,2042.025769663725,1.5857359722988014
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher51.stp,13.863000000000001,2.4076,13.863000000000001,368.54355077198306,178.52425832256858,0.4844047818734483
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher55.stp,15.895,4.7698,15.895,640.5228438373977,686.2620524914919,1.0714091762599267
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher47.stp,5.1,1.544,5.1,61.54975748597307,12.373316280871244,0.20102948876266605
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher49.stp,9.545,2.4076,9.545,207.17850039355204,94.80335111814061,0.45759261186877065
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher46.stp,7.9448,3.1950000000000003,7.9448,168.86026740924112,78.07548673230185,0.46236742325583374
G:\My Drive\CAD Repository\Washers\STEP,S_Shettigar_SleeveWasher48.stp,7.9448,1.5948000000000002,7.9448,125.70601824442362,30.72804691228121,0.24444372148144405
