dirname,UUID_Part,x_dims,y_dims,z_dims,area,volume,va_ratio
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,2adb9dae-af37-44f6-b732-4c802a218ad2,914.4,15.509392411247006,15.875,49596.09463237944,171145.37078053277,3.450783212853988
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,1520e447-5838-4a44-9fda-d81de168b6b4,76.19999999999999,31.429259866673178,31.75,9576.806741992323,58845.093289243545,6.144542212721068
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,2598d1cf-9a1c-4e54-9c5a-11ffd5613306,1828.8,23.381360633998263,23.8125,147556.91560898864,779238.8514654195,5.280937516546674
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,b18e1dcb-7283-427c-9d4e-488763b4b2de,914.4,24.996722124208553,25.4,78947.34012412612,445673.3826683609,5.645198203861515
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,7b1dabcb-a87d-44f2-ae38-e85e365b6a3f,457.2,34.46802644546767,34.925,55198.60699071806,424141.9485233623,7.683924860543746
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,8a8f3b4a-b1a9-49ef-bee4-9b2051521f3a,228.6,29.82450189917408,30.162499999999998,24338.054757172456,158897.03906681194,6.528748523748997
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,376cb97e-dfca-4caf-bbe3-010ef2ca213e,1524.0,32.85813695565709,33.3375,171816.4801407508,1284186.0748924862,7.474172872360617
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,55100211-6323-493f-98ae-0b2dd3fe1913,304.79999999999995,31.429259866673178,31.75,33673.755055430425,235380.37315697418,6.990024509280719
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,d803c355-bb81-414d-bd78-e9a7ef84ac41,304.79999999999995,28.217755964985002,28.575,30307.39875995655,189552.90939690924,6.2543443895737685
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,21600091-fcd7-4f5b-9f3c-2dbaf864ebb0,457.2,37.495083186312826,38.099999999999994,60672.68810709842,501382.55550190597,8.263727405927257
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,89d40572-6227-43a5-9e22-1e74b87373c3,304.79999999999995,24.996722124208553,25.4,26965.639158710404,148557.79422278696,5.509151603951506
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,f773146b-a03d-4b52-b80d-7153d7216b3b,152.39999999999998,56.435511929970104,57.15,34038.75524414771,379105.81879381835,11.13747597626967
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,b53fd900-e7ba-4a5d-8b1f-15cdc745d9a7,1219.1999999999998,40.71796314206921,41.275,170830.55167570378,1578157.5435160494,9.238145800242718
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,d3ce6aa3-66ad-49e4-9f96-6ace63bbac82,914.4,7.7546962056235085,7.9375,24704.46388947248,42786.34269513317,1.7319275935943734
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,ac042a50-99bb-4cc9-906b-ca7024cede27,228.6,35.880360128244774,36.512499999999996,30092.414931237556,229444.36260152893,7.624657679545462
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,3d70154b-adc7-4c2a-a098-5522ae17c1ed,76.19999999999999,24.996722124208553,25.4,7472.501296679505,37139.44855569674,4.970149496287154
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,e052f540-62c6-4185-b387-beaecb51742a,1828.8,43.933736000744034,44.449999999999996,273791.579347144,2757940.6560327103,10.073139073922652
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,3c2984f0-0289-42a5-8c39-10b93106d119,457.2,28.217755964985002,28.575,44839.20539256963,284329.3640953639,6.341088375809632
H:\\My Drive\\CAD Repository\\Keyway_Shaft\\STEP,e336425c-c12b-4bd5-8a94-389536afa234,914.4,18.747541593156413,19.049999999999997,59027.7322163441,250691.27775095298,4.247008454130302
