dirname,UUID_Part,x_dims,y_dims,z_dims,area,volume,va_ratio
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,c6ed6411-6d45-457f-affe-01c67e519533,604.19603602801,604.22256580268,203.958428915618,1140038.5393053389,53890835.832998514,47.271064946484955
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,8c3fa75a-57da-4543-af51-e572a7a96440,593.772033474129,593.798105539013,203.958428915618,1111376.3227962172,52036949.379213795,46.822078455197875
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,b169d21d-15da-4e32-898a-4a5083f892d4,560.3647852967681,562.235066253266,203.958428915618,1009427.9916458766,45065594.458370626,44.644684743575404
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,a82e64d3-835b-4a81-86d1-b50f943d58c6,508.44261920796896,510.139604052712,203.95842891561796,877258.935387515,37057076.701561876,42.24189142649486
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,488be892-7c2f-4de5-baeb-ae2b9c617d12,625.0440411357711,625.0714863300141,203.958428915618,1198348.5082020282,57698639.64365381,48.14846369711211
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,2f7c9446-2647-4d90-b237-74d2019aa0a4,487.673752772448,489.30141917249,203.95842891561796,826544.0756964299,34071099.76146518,41.22115294669257
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,223f716b-7348-4d22-9b4d-5d309bb9f045,614.620038581892,614.647026066348,203.958428915618,1169050.804915359,55779476.1602565,47.71347483422247
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,d94c5ee7-feba-4cf6-8ca8-6b7545042f71,583.3480309202489,583.373645275346,203.958428915618,1083041.84073612,50216117.02100297,46.365814442470814
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,d73d2c06-ac43-49ee-8664-f7676e77dc83,539.595918861247,541.3968813730451,203.958428915618,955602.5687722638,41767003.393678404,43.70750431043702
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,ce5f037a-cab5-4a42-9761-c9756bf39d4e,498.058185990207,499.72051161260197,203.95842891561796,851744.3663953359,35548388.89425674,41.73598358472383
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,5d1ee32d-026e-4010-9209-1a633a1071e3,529.211485643488,530.977788932934,203.95842891561796,929172.9325985758,40165601.011004865,43.227261150059064
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,3ec32bb7-ac48-4558-a669-f43afa1c50ec,1085.340285337816,1085.4134658662629,205.29418649841554,2893287.277693087,182744327.19797578,63.16148714540502
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,c289c636-a358-4b74-8436-ec9f2d6eb4c8,549.9803520790081,551.8159738131569,203.958428915618,982364.8385951987,43401113.98258071,44.180239639526555
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,0b6dc9ea-37b8-4e36-a761-6daaf43ffd37,446.13601990140796,447.625049412047,203.95842891561796,728933.7272752032,28477502.088694017,39.06734044965182
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,60eb95e5-7a45-423d-9417-e3ded7c0a6bd,466.904886336927,468.463234292269,203.95842891561796,777123.6124668755,31212689.202810403,40.16438144728337
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,1d418d19-c4e6-4091-9fe6-8a65788b82ed,1.1192002071884901,1.117477649662745,3.159637349430937,13.409147023948982,1.513224702044345,0.11285018348607095
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,c2a1aed4-cd60-49de-b10c-9a5949858156,1.583713154776183,1.584388057704267,3.1248808632257186,18.470866084380646,3.4154625283062043,0.18491079479994668
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,1a360df4-13aa-4ace-a598-31b7e4d13048,0.344565158696064,0.34455055260518097,3.0600444279957224,3.930892931836842,0.1379986905802399,0.03510619418365978
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,1bb8f37f-6ffb-4b53-8f7d-9467f35f7ec2,456.52045311916595,458.04414185215796,203.95842891561796,752868.9793487974,29829638.696654722,39.62128805261204
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,f15b7049-2041-4e24-b4a8-105765f8ce29,435.751586683647,437.20595697193596,203.95842891561796,705301.7427917267,27156484.636984944,38.503356775348514
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,fd1ee61c-597e-4a3b-a6c7-519af0e70515,2.6351915181246097,2.6343976125293302,3.289137014810163,42.986515636343725,11.171656178068858,0.2598874556984
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,3216036b-1eb0-4d4b-855c-c03220fc649c,2.63554446528137,2.63538502793142,20.28913701481019,245.12464097488456,72.46477758328092,0.29562420691400687
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,33637f69-5e05-4ac4-b8b7-95b595adb3ca,2.87190706073796,2.87170371538365,20.288963809729413,270.65717863927256,87.89543783417166,0.32474822310668233
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,06b6181b-c1c6-471f-9f80-26753793c9ee,1.355193884656541,1.3531081473210191,3.1596373494309367,17.051854234592017,2.3562660135858278,0.13818239243482508
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,f72ef494-5024-4689-8bad-dce9450d2b74,2.51702161013673,2.51626312495892,3.289137014810163,40.50304563435647,10.06386564896858,0.24847182455908862
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,83648588-8d19-4013-8913-bbf76f5f7c99,0.6380194777830439,0.638031891943081,3.083715789032498,8.012790918415197,0.5368669282919427,0.06700124011199414
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,0554c639-fb1f-456f-8786-5225853908ab,0.6951231567155189,0.695094931602239,3.100747621973596,8.41484295483724,0.5994309817619279,0.07123495767884144
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,476be865-457d-44d1-bba9-0d5198fce64a,1.2371725896834191,1.235151102596795,3.1593486742963393,15.207335793553701,1.9116197350215116,0.12570378934039425
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,9f6e0a05-5568-4361-b333-5fac9e3469ad,477.28931955468704,478.88232673237997,203.95842891561796,801662.7635862514,32625228.024777994,40.696948276390565
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,2504c4b5-860f-40ef-95c7-d719ebefd065,1.044657819580248,1.0446201673868512,3.1509770953930847,13.519381342172819,1.430131027254689,0.10578376266327287
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,637c68ea-6f0b-4b44-859f-0ee39f8024ab,0.521295670238498,0.521267662747261,3.0669726312259993,6.40557370951599,0.35308352024392015,0.05512129533680745
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,64cc9902-428f-4481-926f-349e63066feb,572.924028366369,572.94918501168,203.958428915618,1055004.744499868,48427040.14714059,45.90220129303565
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,36b33700-7e80-422e-8a2e-a70de7ffba98,518.8270524257271,520.558696492823,203.95842891561796,903058.4497148737,38595460.240096785,42.73860706611259
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,29079206-8e61-46c7-a034-4f19930a7866,4.61864905403524,4.6196098956511005,20.450333209967955,441.8937590720464,227.23490414285428,0.5142297203292384
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,3a5e90e5-4a41-415b-87c2-73adc5895a46,0.9263744283293209,0.92600928366255,3.1342339375865853,11.168041871749454,1.042005478195874,0.09330243297455025
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,257e04d0-c8f6-4425-b66c-ef247a992e36,0.811615329265575,0.8115753121494349,3.1174907797800855,10.535396660807224,0.8861766704829993,0.08411421980718287
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,34e5b66c-93c1-4ff0-ac0a-2447776650bc,8.13544944646587,8.13653359304011,20.646343626357794,825.4693609620763,738.0951936041777,0.8941521375716902
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,e410b6a7-84bb-43af-980c-918412d75f7e,5.7864535037590095,5.78633696380577,20.516151140655563,562.6284074681137,362.66042833428327,0.644582505114331
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,68d49356-72be-42b7-b39e-9e95d4d7a269,5.2094802199303505,5.2096183735230905,20.484108200715553,509.82346714382504,295.7823688191666,0.5801662494592941
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,d8c1984f-c616-45b4-b0b7-86b40a15f204,20.630233978389597,20.6300359422658,51.628416434249374,5887.87257663803,15041.00800493692,2.554574306620834
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,5d660137-d430-49f7-bd9a-a5da1119baae,17.56458027721901,17.56483498626356,20.974624989419006,2233.208652301677,4462.843224099059,1.9983995760984485
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,88a4545e-5a2f-4b98-83fa-b818e270f04c,0.462191851363832,0.462167019267366,3.0669726312259993,5.541723295107751,0.26712697785905953,0.048202871856644305
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,be062bdd-608c-4686-a190-c1697f390d25,3.45928589607235,3.4593285441338404,20.322161450207812,325.8175247484925,127.19783060475791,0.3903959147162063
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,0aa83360-0704-4b06-8b3b-2b7774b7de92,0.578888847450024,0.578900111145122,3.083715789032498,7.122089848294027,0.428577089903493,0.06017574883671978
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,e066d85f-c02f-4fd1-bb17-c0005a0e7c52,0.403667244503304,0.403650133927418,3.060044427995722,4.798667553876825,0.20195178364018435,0.04208497074922981
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,cbb85ef5-41a1-4e6a-9133-fd4e33e7fc48,4.03779621152975,4.0376807446063605,20.385958654953235,381.3672177755944,172.32264375564725,0.4518548939805467
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,ef24bc37-fe85-43f1-889d-81c8d5d92471,14.40866829303438,14.40867512427018,21.30365690783019,1769.5830074701628,2956.7253690348452,1.67085994641294
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,af40e775-086b-44af-9d68-e423c53b606f,6.9536197383724705,6.95462434591362,20.646632301492396,686.1877960795704,522.443083902474,0.761370410385281
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,305c2f06-a4e8-46ba-bb08-f2cf770592af,1.818132000960936,1.818632282654734,3.224300579580175,26.8249563125744,4.923649574198612,0.18354734735916847
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,efb1ca1f-e011-4112-b908-1301468edf98,1.9363156240878432,1.93682452241974,3.2242428445532556,29.06197138895855,5.688896387628456,0.19575053293837547
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,db6a93a0-9d7b-437f-8eea-ab2e05f3d093,11.64084592427718,11.64253697081664,20.97312387871916,1183.8495600455183,1444.4075954726554,1.2200938735975193
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,f161c7d2-5878-4e01-a526-ff92f3bf0d0c,2.99010194733709,2.98992116796369,20.28913701481019,283.5454023328879,96.16958040396136,0.33916818827856143
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,732ab969-5de5-4300-9b73-dac92593f79f,10.47222415070712,10.47043320046901,20.807713026596247,1080.4319389547072,1224.312026751546,1.133169043425391
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,3af90925-dac7-4aec-8318-57c2424f36a9,18.523236830947653,18.52755060099597,21.628474169276235,2108.103570236204,4160.662743787112,1.9736519602407046
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,0b7971f8-fab9-4464-9f1e-f83b6a73f741,18.54537405210867,18.545195072602148,51.62847416927634,5195.512883357644,11944.682096865605,2.299038105578954
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,5eadaaab-337b-4e49-bda5-41f530e4519d,6.413962771879181,6.41425937198958,20.324470851284588,657.2111055284884,484.01523875131085,0.7364684416921041
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,b0a1e6d0-0aa5-4efc-80df-d0c35e8144d1,2.2734628995925297,2.27387188933094,3.255766169251002,32.204500344343785,7.127780713935148,0.22132871610246954
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,b6054bd8-c164-4be8-89e9-5322a4ea6141,11.30991746117269,11.310379626868091,20.97260426347683,1265.2321682578515,1684.5446543985586,1.3314114963723023
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,39adf041-797e-4908-bd46-2f4d69a6057f,16.49355704893044,16.49356484968317,21.30365690783019,2094.1119668930733,3959.64071919876,1.8908447980809147
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,5f5fb053-2ccb-42ec-9b65-18ad2ce71f25,22.68813520813,22.6881129404198,51.95929587352187,6576.4618897261735,18158.63220335531,2.761155239373156
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,e0365b82-1005-495c-afe1-7bb60c03cf7d,9.29103774364835,9.28946792177933,20.807713026596247,936.8855265052686,942.9644912431509,1.0064884818538693
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,5f5342a4-7b99-4a26-80bc-f9995d6a7ddb,15.47976383133614,15.47998830374025,20.974624989419006,1909.3584070999846,3412.813842079013,1.7874139445943733
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,cb606ba9-8651-4de2-a620-33fcd12f3740,12.33544886816749,12.33555432513993,21.137091355168984,1400.5335136452775,2005.061462245178,1.43164118724046
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,1e584e0b-ef11-4976-a631-106d26283ef9,24.762516857633997,24.7626697424164,51.95577403687984,7296.127174372353,21957.279762126207,3.0094431247376217
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,cee20d5d-252c-4b6e-bbe4-0728dd3ae66e,2.05449994719849,2.05501461820098,3.2241851095263363,31.330396316033884,6.510072266883278,0.20778774073635428
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,1f53f1cd-e650-4b2a-92ea-810f511e2ff7,27.9002984708047,27.9001572864628,51.96131659946405,8421.125307100487,28388.277409127186,3.3710788491878736
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,748d4fcc-ee05-4ed5-9b8b-f435235c3e4b,25.8680893295707,25.8676530765778,51.305446693664635,7502.507044856727,23823.15171511283,3.1753587930909797
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,007f4f3c-120a-4f13-81d9-53ce55055cb7,30.9962497296287,30.9965369919953,52.28775044166395,9392.55603571813,34648.811189928136,3.688965075977743
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,e5f688d7-fb3f-40a0-91b6-eb913e6a31b6,28.9945199549293,28.9940309761747,51.305446693664635,8579.861984648462,30257.30606885874,3.5265492758504386
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,d88a0f7d-f272-4a53-86b4-a060dd239fe1,26.9464130345404,26.946433705508703,50.976068365092,8315.059293462187,28018.520437086874,3.3696116225072217
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,8c126441-8e41-440f-8557-15287e320928,135.00637999996349,135.0090457176938,205.27888671628173,167305.26944755475,2704945.353772832,16.167723603115515
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,52d8ac06-1f47-45be-a815-1045dd1c1f5a,213.301878354847,213.30153466316898,203.95150071238783,307280.35092241975,7493123.331915943,24.385299318431723
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,de4bf9f9-3d2a-4370-863e-facf5db207f2,207.952730476526,207.951570105928,205.28235081789632,290187.18192824925,6835933.20145385,23.556978485507607
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,26380618-4ab0-498a-8102-0416a86f6a71,202.877585599747,202.877258704653,203.95150071238783,288994.7395758918,6765914.227016902,23.41189406058421
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,0f889853-1677-4460-b492-6583e7423b5c,197.5313853926342,197.5302831728589,205.28235081789632,272374.01721007435,6150908.50118438,22.58258171681757
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,9f04d41f-bc6d-42fe-b9ee-7d28b5f54103,192.4532928446471,192.45298274613572,203.95150071238783,271023.3222964452,6075823.923015378,22.418085172646673
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,fde3b1a6-1cf1-4c4f-b08d-10f26aaad0a9,187.1089585392449,187.1078212761156,205.27888671628173,254821.47873707023,5501892.886572605,21.59116615224404
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,9fb536e1-8435-48be-b68a-3713565e3f3f,161.1803881681825,161.1827926581227,203.94861396104184,216760.59841766948,4174375.8910609055,19.258001322811566
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,e5ffdade-6295-4bad-ace1-1ab077a5c68f,155.8495419107827,155.8526560067292,205.27888671628173,198678.98605251114,3642769.8100642636,18.334952691481295
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,cc50e750-5852-4ea2-bef2-4599978ad4bd,150.7560975947886,150.7583341828474,203.94861396104184,200197.30746566158,3639811.4539630767,18.1811209153619
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,cbd9a7ff-1f84-4b9c-ba62-b6043191fa54,145.4279609561496,145.43085078535552,205.27888671628173,182834.97865316912,3156430.807833088,17.263823536855686
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,5c820a2b-4854-4e65-b2e3-fadcbbc4e906,140.33180702058598,140.33387579345168,203.94861396104184,183948.2362633262,3141871.1946971663,17.080192006839926
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,36e609df-48d1-476c-a6e2-8cea1907d52a,129.7955895211732,129.7981432521452,205.27888671628176,159658.293742991,2492272.845131459,15.610043090798532
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,086ce156-eb90-44b8-a530-b4a101e5abbf,124.6953711573278,124.6971884144334,203.94861396104184,160163.87222404883,2463632.289856853,15.381947599334671
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,2d132486-f286-4033-a62c-50306a5760ff,119.4832258689197,119.4849593561269,203.94861396104184,152392.89110960107,2255864.883235593,14.802953515811792
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,ad5a48cb-dab0-4090-a261-9548ca80a1ed,385.307436723402,385.11049477138,203.95842891561796,597955.4032914002,21397847.758812726,35.78502283118422
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,65f9734d-6cf0-4723-81b7-f50bcd7e4aab,354.029995852241,353.831244109851,203.95150071238783,538508.7150501262,18351509.767246727,34.07838954944027
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,367fdce1-f50a-4f37-ac5d-c43279a62bad,182.0289572123905,182.0285604431191,203.94861396104184,250831.3164743062,5353423.9127257215,21.34272541393011
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,54a86ad6-5cec-47ec-920e-79a4d9a2f173,171.6046786858788,171.60430453933247,203.94861396104184,233638.26590894494,4745570.279388641,20.31161402832067
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,b636ff49-ec12-42ae-b967-2c32a4d386f3,166.27112277017062,166.2665708921495,205.27888671628173,214837.47563452707,4163969.6711449204,19.381952142411592
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,0d840443-0dd8-4083-9993-f5d11427d814,249.63811081209502,249.636717838204,205.28235081789632,364572.5374461794,9937494.651934963,27.257935338593626
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,63b345b9-22ba-48ef-9e3d-a2ee216f62ff,296.70191319093203,296.70129796568,203.95150071238783,434335.9941608625,13216834.642637037,30.429977759895245
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,a710769f-1f4a-4e86-b297-663713633b27,260.058631229291,260.053196166036,205.28235081789632,364217.70674220717,10004086.624997934,27.467326381467814
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,8adcb19d-d9f2-48a7-b86c-30ac341efe15,322.757102985016,322.575907783087,203.95150071238783,476013.3285651758,15220987.014614105,31.975968111006466
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,7af97ce3-5f4e-4358-bc9e-8f7131d16324,425.367153465887,426.786864531824,203.95842891561796,681974.923128522,25866533.68101078,37.928863369857496
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,9eead52a-b10e-4c71-a481-d9a7fcddb3b1,275.852927652956,275.85235565905,203.95150071238783,395238.92088438425,11402561.498556148,28.84979412716198
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,7a97ae37-9264-43c3-a369-750cfe2571db,301.91415957542597,301.913533542339,203.95150071238783,444313.4374876062,13691532.694670878,30.815031775969626
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,fe2e138a-90c9-4de1-b75d-f34bc1298361,223.726171109945,223.725810621686,203.95150071238783,325880.1509790006,8257451.235335749,25.338920491257078
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,3054daa6-023b-4992-a8f9-ffabec9e392a,307.120656551403,306.948239619704,203.95150071238783,445853.4330190299,13765947.419066714,30.87549943453986
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,cb2ab701-1487-4b2f-b092-7a8453dd0e38,270.496181554518,270.457624303881,205.28235081789632,378159.40779452317,10632421.868270263,28.116243174485557
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,879df45e-c554-4118-ba7f-730ec5dae49a,265.428903725962,265.43270417660403,203.95842891561796,380005.60051215685,10697120.307990367,28.149901721377795
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,ea4c738e-0eb0-4360-b38c-529c12228786,333.18140060742496,332.994353225341,203.95150071238783,496532.05564586597,16231880.390259402,32.69049843951308
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,d1801dfe-81d5-4cc5-bc60-3b620a5c9032,404.59828703036703,405.948679651603,203.95842891561796,636278.356816526,23380903.191004045,36.74634370401199
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,8ec7b2f2-b713-40c8-9f86-ad9b6d19627c,364.45429347465,364.249689552105,203.95150071238783,559958.1303269648,19459957.841913015,34.75252306909119
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,b66dcdc2-7025-4d5a-93e9-852c9568a976,291.340056917521,291.298528525027,205.28235081789632,416472.31719829177,12368188.070191788,29.697503434071027
H:\\My Drive\\CAD Repository\\HeadlessScrews\\STEP,66bb3d2f-db42-447f-822f-c4d824ec82f4,414.982720248128,416.367772091715,203.95842891561796,658966.1241095016,24607840.13948242,37.34310344516783
